id,title,description,category,resolution,priority,scenario_id
735,Autovacuum not keeping up on inventory_pg,[TCK-67348] Support desk logged the following: inventory_pg is showing severe table bloat and rising query times because dead tuples are accumulating faster than they are cleaned up. Awaiting assignment to the right team.,Database,"Tuned the autovacuum thresholds and cost limits on inventory_pg, ran a manual vacuum on the worst tables, and query performance and disk usage recovered.",High,11
736,SSO access failing for r.sharma to AWS,[TCK-40881] We are observing that user r.sharma cannot reach the AWS application through single sign-on and is bounced back to the login screen. Requesting priority attention from the relevant team.,Access Management,Found r.sharma was missing from the AWS SSO assignment group; added them to the group and confirmed federated login to AWS succeeded.,Medium,8
737,Permissions incorrect on \\fs04\legal,[TCK-65103] Reported by the Pune Branch team: several Pune Branch users report they can see the folder \\fs04\legal but get 'access denied' when opening files inside it. Please investigate and resolve.,Storage,Corrected the inherited NTFS permissions on \\fs04\legal for the relevant Pune Branch group and re-propagated ACLs so the files opened as expected.,Medium,6
738,Offboarding access revocation for p.menon,[TCK-39999] User p.menon reports that leaver p.menon has left the company and all their access needs to be revoked immediately. Kindly look into this at the earliest.,Access Management,"Disabled the p.menon account, revoked all group memberships and tokens, and transferred owned resources to their manager.",Low,4
739,Failover did not promote replica for inventory_pg,"[TCK-85065] User m.iyer reports that the primary for inventory_pg went down but the standby replica never got promoted, leaving the application without a writable database. Kindly look into this at the earliest.",Database,"Manually promoted the inventory_pg replica to primary, repointed the application connection string, and fixed the failover automation that had a stale health-check.",High,10
740,Disk full on analytics_mongo host,[TCK-65138] We are observing that the data volume for analytics_mongo is at 100% usage and the database has switched to read-only mode. Requesting priority attention from the relevant team.,Database,"Archived old WAL/transaction logs and expanded the analytics_mongo data volume, then brought the database back into read-write mode.",High,5
741,Disk I/O saturation on K8S-NODE-14,"[TCK-39654] Monitoring alerted us that K8S-NODE-14 shows near-100% disk utilization with high I/O wait, stalling every service on the host. Escalating for investigation.",Infrastructure,Traced the I/O saturation on K8S-NODE-14 to verbose debug logging writing synchronously; disabled debug logging and moved logs to a dedicated volume.,Low,7
742,Phishing email reported by s.khan,[TCK-45665] User s.khan reports that user s.khan reported a phishing email with a credential-harvesting link that several staff may have clicked. Kindly look into this at the earliest.,Security,"Removed the phishing message from all mailboxes via mail-flow rules, blocked the sender domain, and reset passwords for affected users.",High,1
743,Kubernetes node K8S-NODE-15 in NotReady state,[TCK-61003] Flagged during routine checks: node K8S-NODE-15 shows NotReady in the cluster and pods scheduled on it are stuck in Pending. Please confirm root cause and next steps.,Infrastructure,Restarted the kubelet on K8S-NODE-15 and cleared a stale disk-pressure taint; the node rejoined the cluster and pods rescheduled.,High,3
744,Server K8S-NODE-14 unresponsive after reboot,[TCK-78997] We are observing that K8S-NODE-14 failed to come back online following a scheduled reboot and is not responding to SSH or ping. Requesting priority attention from the relevant team.,Infrastructure,Console access to K8S-NODE-14 showed a failed fstab mount blocking boot; corrected the mount entry and the host booted cleanly.,High,1
745,Snapshot/backup restore request for \\fs01\hr,[TCK-71642] Reported by the Bangalore DC team: a user accidentally deleted a folder on \\fs01\hr and needs yesterday's version restored. Please investigate and resolve.,Storage,Restored the requested folder on \\fs01\hr from the previous night's snapshot and confirmed file integrity with the requesting user.,Medium,3
746,Storage quota exceeded for Hyderabad Office,[TCK-54599] User s.khan reports that the Hyderabad Office team has hit its storage quota and can no longer save new files to their share. Kindly look into this at the earliest.,Storage,"Reviewed usage for Hyderabad Office, archived stale data to cold storage, and raised their quota after manager approval.",Medium,5
747,inventory_pg backup job failing,[TCK-24997] Support desk logged the following: the nightly backup for inventory_pg has failed for two days and no recent restore point exists. Awaiting assignment to the right team.,Database,"The inventory_pg backup was failing due to insufficient target disk space; expanded the backup volume, reran the job, and verified a test restore.",Low,4
748,Role change access review for s.khan,[TCK-56770] User s.khan reports that user s.khan has moved teams and still holds permissions from their previous Inventory Manager role that need to be reconciled. Kindly look into this at the earliest.,Access Management,"Reviewed the entitlements for s.khan, removed the obsolete Inventory Manager permissions from the prior role, and assigned the correct role for their new team.",Low,7
749,Intermittent connectivity at Hyderabad Office,[TCK-77373] Reported by the Hyderabad Office team: users at Hyderabad Office are experiencing intermittent network drops every few minutes. Please investigate and resolve.,Network,A failing uplink switch at Hyderabad Office was flapping; replaced the faulty switch and reconfigured link redundancy to prevent single-point drops.,High,0
